../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,508.2268,407.89917,499.71252,359.61243,698.2732,324.6007,706.7875,372.88745,Brick,-10.000030517578125
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,503.7268,358.39917,495.21252,310.11243,693.7732,275.1007,702.2875,323.38745,Brick,-10.000030517578125
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,514.3312,452.55746,507.50732,404.00314,707.16895,375.94266,713.9928,424.49698,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,701.83105,325.0574,695.0072,276.50308,894.6688,248.4426,901.4927,296.99692,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,707.831,373.05743,701.00714,324.5031,900.66876,296.44263,907.4926,344.99695,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,716.83105,421.0574,710.0072,372.50308,909.6688,344.4426,916.4927,392.99692,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,496.22678,311.8992,487.7125,263.61246,686.2732,228.6008,694.7875,276.88754,Brick,-10.000005722045898
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,526.5077,550.4806,519.5194,500.7561,723.9922,472.0193,730.98047,521.7438,Brick,-8.00000286102295
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,738.0078,572.98065,731.01953,523.25616,935.4923,494.51935,942.4806,544.24384,Brick,-8.000011444091797
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,694.2268,281.89917,685.7125,233.61246,884.2732,198.60086,892.7875,246.88757,Brick,-9.999999046325684
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,720.00775,470.98047,713.0195,421.25616,917.49225,392.51953,924.4805,442.24384,Brick,-7.999965190887451
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,748.437,630.4028,739.71765,580.95245,943.063,545.0975,951.78235,594.5478,Brick,-9.99992847442627
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,726.19885,517.0107,720.9502,467.0726,926.3013,445.48932,931.5499,495.4274,Brick,-5.999995708465576
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,520.3311,502.05743,513.50726,453.5031,713.1689,425.44263,719.99274,473.99695,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,537.6992,613.40076,527.8701,556.6105,730.4675,521.54553,740.29663,578.3358,Brick,-9.819302558898926
../../03 Data/Dataset2_onPallet/OP_colorIMG_0.png,544.65076,656.4629,538.25977,604.66235,738.25977,579.98706,744.65076,631.7876,Brick,-7.0334248542785645
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,508.2268,407.89917,499.71252,359.61243,698.2732,324.6007,706.7875,372.88745,Brick,-10.000030517578125
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,514.3312,452.55746,507.50732,404.00314,707.16895,375.94266,713.9928,424.49698,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,505.01654,357.89557,496.70746,310.7724,690.4836,276.60443,698.79266,323.7276,Brick,-10.000001907348633
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,712.50775,421.48047,705.5195,371.75616,909.99225,343.01953,916.9805,392.74384,Brick,-7.999965190887451
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,526.5077,550.4806,519.5194,500.7561,723.9922,472.0193,730.98047,521.7438,Brick,-8.00000286102295
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,707.83105,371.5574,701.0072,323.00308,900.6688,294.9426,907.4927,343.49692,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,721.5078,470.98047,714.51953,421.25616,918.9923,392.51953,925.9806,442.24384,Brick,-7.999965190887451
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,738.0078,572.98065,731.01953,523.25616,935.4923,494.51935,942.4806,544.24384,Brick,-8.000011444091797
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,729.0076,520.4805,722.01935,470.7561,926.4921,442.01935,933.4804,491.74377,Brick,-8.00000286102295
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,748.437,630.4028,739.71765,580.95245,943.063,545.0975,951.78235,594.5478,Brick,-9.99992847442627
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,521.83105,502.05743,515.0072,453.5031,714.6688,425.44263,721.4927,473.99695,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,497.51648,311.39554,489.2074,264.27237,682.9835,230.10446,691.2926,277.22763,Brick,-9.999988555908203
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,536.8312,599.55756,530.0073,551.0031,729.66895,522.94257,736.4928,571.497,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,541.92303,656.8123,534.54596,602.7139,739.3443,574.7868,746.7214,628.8852,Brick,-7.765189170837402
../../03 Data/Dataset2_onPallet/OP_colorIMG_2.png,702.85077,330.1652,695.082,286.2623,894.26227,251.01639,902.03107,294.91928,Brick,-10.034884452819824
../../03 Data/Dataset2_onPallet/OP_colorIMG_3.png,508.2268,407.89917,499.71252,359.61243,698.2732,324.6007,706.7875,372.88745,Brick,-10.000030517578125
../../03 Data/Dataset2_onPallet/OP_colorIMG_3.png,514.3312,452.55746,507.50732,404.00314,707.16895,375.94266,713.9928,424.49698,Brick,-7.999965667724609
../../03 Data/Dataset2_onPallet/OP_colorIMG_3.png,712.50775,421.48047,705.5195,371.75616,909.99225,343.01953,916.9805,392.74384,Brick,-7.999965190887451
../../03 Data/Dataset2_onPallet/OP_colorIMG_3.png,497.51648,311.39554,489.2074,264.27237,682.9835,230.10446,691.2926,277.22763,Brick,-9.999988555908203
../../03 Data/Dataset2_onPallet/OP_colorIMG_3.png,718.69885,469.01062,713.4502,419.07257,918.8013,397.48932,924.0499,447.42737,Brick,-5.999995708465576
../../03 Data/Dataset2_onPallet/OP_colorIMG_3.png,738.0078,572.98065,731.01953,523.25616,935.4923,494.51935,942.4806,544.24384,Brick,-8.000011444091797
../../03 Data/Dataset2_onPallet/OP_colorIMG_3.png,748.437,630.4028,739.71765,580.95245,943.063,545.0975,951.78235,594.5478,Brick,-9.99992847442627
